what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.ide",1332339495819
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1332339495819
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1332339495819
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1332339495820
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1332339495820
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1332339495820
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1332339495821
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1332339495821
started,bundle,org.eclipse.uml2.common.edit,1.5.0.v201005031530,"org.eclipse.uml2.common.edit",1332339495821
started,bundle,org.eclipse.uml2.uml,3.2.0.v201105231350,"org.eclipse.uml2.uml",1332339495822
started,bundle,org.eclipse.uml2.uml.edit,3.1.100.v201009281840,"org.eclipse.uml2.uml.edit",1332339495824
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1332339495824
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1332339495824
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1332339495825
started,bundle,org.eclipse.emf.facet.widgets.nattable,0.1.0.v201106070935,"org.eclipse.emf.facet.widgets.nattable",1332339495825
started,bundle,org.eclipse.papyrus.diagram.common,0.8.0.v201106151827,"org.eclipse.papyrus.diagram.common",1332339495826
started,bundle,org.eclipse.papyrus.diagram.component,0.8.0.v201106151827,"org.eclipse.papyrus.diagram.component",1332339495826
started,bundle,org.eclipse.papyrus.diagram.composite,0.8.0.v201106151827,"org.eclipse.papyrus.diagram.composite",1332339495826
started,bundle,org.eclipse.papyrus.diagram.deployment,0.8.0.v201106151827,"org.eclipse.papyrus.diagram.deployment",1332339495826
started,bundle,org.eclipse.papyrus.diagram.menu,0.8.0.v201106151827,"org.eclipse.papyrus.diagram.menu",1332339495826
started,bundle,org.eclipse.papyrus.log,0.8.0.v201106151827,"org.eclipse.papyrus.log",1332339495826
started,bundle,org.eclipse.papyrus.modelexplorer,0.8.0.v201106151827,"org.eclipse.papyrus.modelexplorer",1332339495826
started,bundle,org.eclipse.papyrus.preferences,0.8.0.v201106151827,"org.eclipse.papyrus.preferences",1332339495827
started,bundle,org.eclipse.papyrus.sysml.modelexplorer,0.8.0.v201106151827,"org.eclipse.papyrus.sysml.modelexplorer",1332339495827
started,bundle,org.eclipse.papyrus.table.menu,0.8.0.v201106151827,"org.eclipse.papyrus.table.menu",1332339495828
started,bundle,org.eclipse.papyrus.ui.perspectiveconfiguration,0.8.0.v201106151827,"org.eclipse.papyrus.ui.perspectiveconfiguration",1332339495828
started,bundle,org.eclipse.papyrus.uml.menu,0.8.0.v201106151827,"org.eclipse.papyrus.uml.menu",1332339495828
started,bundle,org.eclipse.xtext.gmf.glue,0.8.0.v201106151827,"org.eclipse.xtext.gmf.glue",1332339495829
started,bundle,org.eclipse.team.svn.core,0.7.9.I20110523-1700,"org.eclipse.team.svn.core",1332339495829
started,bundle,org.eclipse.team.svn.mylyn,0.7.9.I20110318-1700,"org.eclipse.team.svn.mylyn",1332339495829
started,bundle,org.eclipse.team.svn.ui,0.7.9.I20110523-1700,"org.eclipse.team.svn.ui",1332339495830
started,bundle,org.polarion.eclipse.team.svn.connector.svnkit16,2.2.2.I20110523-1700,"org.polarion.eclipse.team.svn.connector.svnkit16",1332339495830
os,sysinfo,,,"linux",1332339495832
arch,sysinfo,,,"x86",1332339495832
ws,sysinfo,,,"gtk",1332339495832
locale,sysinfo,,,"fr_FR",1332339495832
processors,sysinfo,,,"4",1332339495832
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1332339495832
java.runtime.version,sysinfo,,,"1.6.0_26-b03",1332339495832
java.specification.name,sysinfo,,,"Java Platform API Specification",1332339495832
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1332339495832
java.specification.version,sysinfo,,,"1.6",1332339495832
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1332339495832
java.version,sysinfo,,,"1.6.0_26",1332339495832
java.vm.info,sysinfo,,,"mixed mode, sharing",1332339495832
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1332339495832
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1332339495832
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1332339495832
java.vm.specification.version,sysinfo,,,"1.0",1332339495832
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1332339495832
java.vm.version,sysinfo,,,"20.1-b02",1332339495832
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1332339501023
started,bundle,org.eclipse.papyrus.core,0.8.0.v201106151827,"org.eclipse.papyrus.core",1332339501039
started,bundle,org.eclipse.papyrus.sysml.table.allocation,0.8.0.v201106151827,"org.eclipse.papyrus.sysml.table.allocation",1332339501044
started,bundle,org.eclipse.papyrus.table.common,0.8.0.v201106151827,"org.eclipse.papyrus.table.common",1332339501046
started,bundle,org.eclipse.emf.facet.widgets.nattable.instance,0.1.0.v201106070935,"org.eclipse.emf.facet.widgets.nattable.instance",1332339501047
started,bundle,org.eclipse.papyrus.sysml.table.requirement,0.8.0.v201106151827,"org.eclipse.papyrus.sysml.table.requirement",1332339501049
started,bundle,org.eclipse.gef,3.7.0.v20110407-2050,"org.eclipse.gef",1332339501052
started,bundle,org.eclipse.gmf.runtime.emf.type.core,1.4.0.v20100423-2359,"org.eclipse.gmf.runtime.emf.type.core",1332339501057
started,bundle,org.eclipse.ui.views.properties.tabbed,3.5.200.I20110201-0800,"org.eclipse.ui.views.properties.tabbed",1332339501058
started,bundle,org.eclipse.gmf.runtime.notation,1.5.0.v20110309-2159,"org.eclipse.gmf.runtime.notation",1332339501068
started,bundle,org.eclipse.papyrus.sasheditor,0.8.0.v201106151827,"org.eclipse.papyrus.sasheditor",1332339501072
started,bundle,org.eclipse.papyrus.editor,0.8.0.v201106151827,"org.eclipse.papyrus.editor",1332339501073
started,bundle,org.eclipse.gmf.runtime.diagram.ui.actions,1.4.1.v20101221-2230,"org.eclipse.gmf.runtime.diagram.ui.actions",1332339501079
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1332339501092
closed,view,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.internal.introview",1332339501112
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332339505400
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1332339505650
started,bundle,org.eclipse.compare,3.5.200.I20110525-0800,"org.eclipse.compare",1332339505654
started,bundle,org.eclipse.papyrus.sasheditor.di,0.8.0.v201106151827,"org.eclipse.papyrus.sasheditor.di",1332339505851
started,bundle,org.eclipse.papyrus.core.adaptor.gmf,0.8.0.v201106151827,"org.eclipse.papyrus.core.adaptor.gmf",1332339505856
started,bundle,org.eclipse.draw2d,3.7.0.v20110425-2050,"org.eclipse.draw2d",1332339505861
started,bundle,org.eclipse.ui.navigator,3.5.100.I20110524-0800,"org.eclipse.ui.navigator",1332339505872
started,bundle,org.eclipse.emf.workspace,1.4.0.v20100224-1706,"org.eclipse.emf.workspace",1332339505879
started,bundle,org.eclipse.gmf.runtime.emf.commands.core,1.4.0.v20100423-2359,"org.eclipse.gmf.runtime.emf.commands.core",1332339505880
started,bundle,org.eclipse.papyrus.validation,0.8.0.v201106151827,"org.eclipse.papyrus.validation",1332339505880
started,bundle,org.eclipse.emf.ecore.change,2.7.0.v20110408-2116,"org.eclipse.emf.ecore.change",1332339505882
started,bundle,org.eclipse.papyrus.sysml.service.types,0.8.0.v201106151827,"org.eclipse.papyrus.sysml.service.types",1332339505891
started,bundle,org.eclipse.papyrus.uml.service.types,0.8.0.v201106151827,"org.eclipse.papyrus.uml.service.types",1332339505918
started,bundle,org.eclipse.papyrus.sysml,0.8.0.v201106151827,"org.eclipse.papyrus.sysml",1332339505918
stopped,bundle,org.eclipse.mylyn.ide.ant,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ant",1332339506033
stopped,bundle,org.eclipse.emf.eef.codegen.ecore,1.0.0.v20110608-0819,"org.eclipse.emf.eef.codegen.ecore",1332339506033
stopped,bundle,org.eclipse.emf.eef.codegen,1.0.0.v20110608-0819,"org.eclipse.emf.eef.codegen",1332339506033
stopped,bundle,org.eclipse.mylyn.pde.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.pde.ui",1332339506034
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.300.v20110523-1600,"org.eclipse.pde.api.tools.ui",1332339506034
stopped,bundle,org.eclipse.pde.ds.ui,1.0.100.v20110516,"org.eclipse.pde.ds.ui",1332339506034
stopped,bundle,org.eclipse.pde.runtime,3.4.200.v20110508,"org.eclipse.pde.runtime",1332339506035
stopped,bundle,org.eclipse.pde.ua.ui,1.0.100.v20110516,"org.eclipse.pde.ua.ui",1332339506035
stopped,bundle,org.eclipse.pde.ui.templates,3.4.400.v20110516,"org.eclipse.pde.ui.templates",1332339506036
stopped,bundle,org.eclipse.papyrus.collaborationuse.editor.xtext.ui,0.8.0.v201106151827,"org.eclipse.papyrus.collaborationuse.editor.xtext.ui",1332339506036
stopped,bundle,org.eclipse.papyrus.diagram.activity,0.8.0.v201106151827,"org.eclipse.papyrus.diagram.activity",1332339506036
stopped,bundle,org.eclipse.papyrus.message.editor.xtext.ui,0.8.0.v201106151827,"org.eclipse.papyrus.message.editor.xtext.ui",1332339506037
stopped,bundle,org.eclipse.papyrus.properties.notation,0.8.0.v201106151827,"org.eclipse.papyrus.properties.notation",1332339506037
stopped,bundle,org.eclipse.papyrus.properties.sysml,0.8.0.v201106151827,"org.eclipse.papyrus.properties.sysml",1332339506038
stopped,bundle,org.eclipse.papyrus.properties.table,0.8.0.v201106151827,"org.eclipse.papyrus.properties.table",1332339506038
stopped,bundle,org.eclipse.papyrus.properties.uml,0.8.0.v201106151827,"org.eclipse.papyrus.properties.uml",1332339506038
stopped,bundle,org.eclipse.papyrus.sysml.table.allocation,0.8.0.v201106151827,"org.eclipse.papyrus.sysml.table.allocation",1332339506038
stopped,bundle,org.eclipse.papyrus.sysml.table.requirement,0.8.0.v201106151827,"org.eclipse.papyrus.sysml.table.requirement",1332339506038
stopped,bundle,org.eclipse.papyrus.table.menu,0.8.0.v201106151827,"org.eclipse.papyrus.table.menu",1332339506038
stopped,bundle,org.eclipse.papyrus.table.default,0.8.0.v201106151827,"org.eclipse.papyrus.table.default",1332339506039
stopped,bundle,org.eclipse.papyrus.table.common,0.8.0.v201106151827,"org.eclipse.papyrus.table.common",1332339506039
stopped,bundle,org.eclipse.papyrus.widgets.gmf,0.8.0.v201106151827,"org.eclipse.papyrus.widgets.gmf",1332339506039
stopped,bundle,org.eclipse.papyrus.properties,0.8.0.v201106151827,"org.eclipse.papyrus.properties",1332339506039
stopped,bundle,org.eclipse.papyrus.sysml.diagram.blockdefinition,0.8.0.v201106151827,"org.eclipse.papyrus.sysml.diagram.blockdefinition",1332339506039
stopped,bundle,org.eclipse.papyrus.sysml.diagram.ui,0.8.0.v201106151827,"org.eclipse.papyrus.sysml.diagram.ui",1332339506040
stopped,bundle,org.eclipse.papyrus.sysml.modelexplorer,0.8.0.v201106151827,"org.eclipse.papyrus.sysml.modelexplorer",1332339506040
stopped,bundle,org.eclipse.papyrus.sysml.diagram.common,0.8.0.v201106151827,"org.eclipse.papyrus.sysml.diagram.common",1332339506040
stopped,bundle,org.eclipse.papyrus.sysml.diagram.requirement,0.8.0.v201106151827,"org.eclipse.papyrus.sysml.diagram.requirement",1332339506040
stopped,bundle,org.eclipse.papyrus.uml.diagram.pkg,0.8.0.v201106151827,"org.eclipse.papyrus.uml.diagram.pkg",1332339506040
stopped,bundle,org.eclipse.papyrus.diagram.clazz,0.8.0.v201106151827,"org.eclipse.papyrus.diagram.clazz",1332339506041
stopped,bundle,org.eclipse.papyrus.diagram.common.groups,0.8.0.v201106151827,"org.eclipse.papyrus.diagram.common.groups",1332339506041
stopped,bundle,org.eclipse.papyrus.diagram.communication,0.8.0.v201106151827,"org.eclipse.papyrus.diagram.communication",1332339506041
stopped,bundle,org.eclipse.papyrus.diagram.component,0.8.0.v201106151827,"org.eclipse.papyrus.diagram.component",1332339506041
stopped,bundle,org.eclipse.papyrus.sysml.diagram.internalblock,0.8.0.v201106151827,"org.eclipse.papyrus.sysml.diagram.internalblock",1332339506041
stopped,bundle,org.eclipse.papyrus.diagram.composite,0.8.0.v201106151827,"org.eclipse.papyrus.diagram.composite",1332339506041
stopped,bundle,org.eclipse.papyrus.diagram.deployment,0.8.0.v201106151827,"org.eclipse.papyrus.diagram.deployment",1332339506041
stopped,bundle,org.eclipse.papyrus.diagram.menu,0.8.0.v201106151827,"org.eclipse.papyrus.diagram.menu",1332339506041
stopped,bundle,org.eclipse.papyrus.diagram.profile,0.8.0.v201106151827,"org.eclipse.papyrus.diagram.profile",1332339506041
stopped,bundle,org.eclipse.papyrus.diagram.sequence,0.8.0.v201106151827,"org.eclipse.papyrus.diagram.sequence",1332339506041
stopped,bundle,org.eclipse.papyrus.diagram.statemachine,0.8.0.v201106151827,"org.eclipse.papyrus.diagram.statemachine",1332339506041
stopped,bundle,org.eclipse.papyrus.diagram.usecase,0.8.0.v201106151827,"org.eclipse.papyrus.diagram.usecase",1332339506041
stopped,bundle,org.eclipse.papyrus.profile,0.8.0.v201106151827,"org.eclipse.papyrus.profile",1332339506042
stopped,bundle,org.eclipse.papyrus.properties.tabbed.profile,0.8.0.v201106151827,"org.eclipse.papyrus.properties.tabbed.profile",1332339506042
stopped,bundle,org.eclipse.papyrus.sysml.diagram.parametric,0.8.0.v201106151827,"org.eclipse.papyrus.sysml.diagram.parametric",1332339506043
stopped,bundle,org.eclipse.papyrus.tabbedproperties.appearance,0.8.0.v201106151827,"org.eclipse.papyrus.tabbedproperties.appearance",1332339506043
stopped,bundle,org.eclipse.papyrus.sysml.service.types,0.8.0.v201106151827,"org.eclipse.papyrus.sysml.service.types",1332339506043
stopped,bundle,org.eclipse.papyrus.uml.modelexplorer,0.8.0.v201106151827,"org.eclipse.papyrus.uml.modelexplorer",1332339506043
stopped,bundle,org.eclipse.papyrus.uml.service.types,0.8.0.v201106151827,"org.eclipse.papyrus.uml.service.types",1332339506043
stopped,bundle,org.eclipse.papyrus.diagram.common,0.8.0.v201106151827,"org.eclipse.papyrus.diagram.common",1332339506043
stopped,bundle,org.eclipse.papyrus.paletteconfiguration.customization,0.8.0.v201106151827,"org.eclipse.papyrus.paletteconfiguration.customization",1332339506044
stopped,bundle,org.eclipse.papyrus.paletteconfiguration.edit,0.8.0.v201106151827,"org.eclipse.papyrus.paletteconfiguration.edit",1332339506044
stopped,bundle,org.eclipse.papyrus.paletteconfiguration,0.8.0.v201106151827,"org.eclipse.papyrus.paletteconfiguration",1332339506044
stopped,bundle,org.eclipse.m2m.qvt.oml.debug.ui,1.1.0.v20101214-1530,"org.eclipse.m2m.qvt.oml.debug.ui",1332339506045
stopped,bundle,org.eclipse.m2m.qvt.oml.ui,3.1.0.v20101214-1530,"org.eclipse.m2m.qvt.oml.ui",1332339506045
stopped,bundle,org.eclipse.xtext.xtext.ui,2.0.0.v201106070531,"org.eclipse.xtext.xtext.ui",1332339506045
stopped,bundle,org.eclipse.pde.ui,3.6.100.v20110603,"org.eclipse.pde.ui",1332339506045
stopped,bundle,org.eclipse.ant.ui,3.5.100.v20110510,"org.eclipse.ant.ui",1332339506045
stopped,bundle,org.eclipse.ant.launching,1.0.100.v20110506,"org.eclipse.ant.launching",1332339506046
stopped,bundle,org.eclipse.egit.ui,1.0.0.201106090707-r,"org.eclipse.egit.ui",1332339506047
stopped,bundle,org.eclipse.emf.compare.ui,1.2.0.v20110607-2028,"org.eclipse.emf.compare.ui",1332339506047
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk",1332339506047
stopped,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1332339506047
stopped,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1332339506048
stopped,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1332339506048
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20110305-1450,"org.eclipse.jdt.apt.ui",1332339506048
stopped,bundle,org.eclipse.papyrus.collaborationuse.editor.xtext,0.8.0.v201106151827,"org.eclipse.papyrus.collaborationuse.editor.xtext",1332339506049
stopped,bundle,org.eclipse.papyrus.parameter.editor.xtext.ui,0.8.0.v201106151827,"org.eclipse.papyrus.parameter.editor.xtext.ui",1332339506049
stopped,bundle,org.eclipse.papyrus.common.editor.xtext.ui,0.8.0.v201106151827,"org.eclipse.papyrus.common.editor.xtext.ui",1332339506049
stopped,bundle,org.eclipse.papyrus.parameter.editor.xtext,0.8.0.v201106151827,"org.eclipse.papyrus.parameter.editor.xtext",1332339506050
stopped,bundle,org.eclipse.papyrus.common.editor.xtext,0.8.0.v201106151827,"org.eclipse.papyrus.common.editor.xtext",1332339506050
stopped,bundle,org.eclipse.papyrus.connectionpointreference.editor.xtext.ui,0.8.0.v201106151827,"org.eclipse.papyrus.connectionpointreference.editor.xtext.ui",1332339506050
stopped,bundle,org.eclipse.papyrus.connectionpointreference.editor.xtext,0.8.0.v201106151827,"org.eclipse.papyrus.connectionpointreference.editor.xtext",1332339506050
stopped,bundle,org.eclipse.papyrus.message.editor.xtext,0.8.0.v201106151827,"org.eclipse.papyrus.message.editor.xtext",1332339506051
stopped,bundle,org.eclipse.papyrus.property.editor.xtext.ui,0.8.0.v201106151827,"org.eclipse.papyrus.property.editor.xtext.ui",1332339506051
stopped,bundle,org.eclipse.papyrus.property.editor.xtext,0.8.0.v201106151827,"org.eclipse.papyrus.property.editor.xtext",1332339506051
stopped,bundle,org.eclipse.papyrus.state.editor.xtext.ui,0.8.0.v201106151827,"org.eclipse.papyrus.state.editor.xtext.ui",1332339506052
stopped,bundle,org.eclipse.papyrus.state.editor.xtext,0.8.0.v201106151827,"org.eclipse.papyrus.state.editor.xtext",1332339506052
stopped,bundle,org.eclipse.papyrus.transition.editor.xtext.ui,0.8.0.v201106151827,"org.eclipse.papyrus.transition.editor.xtext.ui",1332339506052
stopped,bundle,org.eclipse.papyrus.transition.editor.xtext,0.8.0.v201106151827,"org.eclipse.papyrus.transition.editor.xtext",1332339506052
stopped,bundle,org.eclipse.xtext.purexbase.ui,2.0.0.v201106070531,"org.eclipse.xtext.purexbase.ui",1332339506053
stopped,bundle,org.eclipse.xtext.purexbase,2.0.0.v201106070531,"org.eclipse.xtext.purexbase",1332339506053
stopped,bundle,org.eclipse.xtext.ui.codetemplates.ui,2.0.0.v201106070531,"org.eclipse.xtext.ui.codetemplates.ui",1332339506053
